0,-0,646227,1,24,14,68
0,02,-0,646227,1,24,14,68
0,12,-0,646227,1,24,14,68
0,22,-0,646227,1,24,14,68
0,32,-0,646227,1,24,14,68
0,4,-0,646227,1,24,14,68
0,5,-0,646227,1,24,14,68
0,6,-0,646227,1,24,14,68
0,7,-0,646227,1,24,14,68
0,8,-0,646227,1,24,14,68
0,9,-0,646227,1,24,14,68
1,-0,646227,1,24,14,68
1,1,-0,646227,1,24,14,68
1,2,-0,646227,1,24,14,68
1,3,-0,646227,1,24,14,68
1,4,-0,646227,1,24,14,68
1,5,-0,646227,1,24,14,68
1,6,-0,646227,1,24,14,68
1,7,-0,646227,1,24,14,68
1,8,-0,646227,1,24,14,68
1,9,-0,646227,1,24,14,68
2,-0,646227,1,24,14,68
2,1,-0,646227,1,24,14,68
2,2,-0,646227,1,24,14,68
2,3,-0,646227,1,24,14,68
2,4,-0,646227,1,24,14,68
2,5,-0,646227,1,24,14,68
2,6,-0,646227,1,24,14,68
2,7,-0,646227,1,24,14,68
2,8,-0,646227,1,24,14,68
2,9,-0,646227,1,24,14,68
2,98,-0,646227,1,24,14,68
3,08,-0,646227,1,24,14,68
3,18,-0,6666607,1,494217,2,769379
3,28,-0,6666607,1,494217,2,769379
3,38,-0,6666607,1,494217,2,769379
3,48,-0,6666607,1,494217,2,769379
3,58,-0,6666607,1,494217,2,769379
3,68,-0,6666607,1,494217,2,769379
3,78,-0,6666607,1,494217,2,769379
3,88,-0,6666607,1,494217,2,769379
3,98,-0,6666607,1,494217,2,769379
4,08,-0,6666607,1,494217,2,769379
4,18,-0,6666607,1,494217,2,769379
4,28,-0,6666607,1,494217,2,769379
4,38,-0,6666607,1,494217,2,769379
4,48,-0,6666607,1,494217,2,769379
4,58,-0,6666607,1,494217,2,769379
4,68,-0,6666607,1,494217,2,769379
4,78,-0,6666607,1,494217,2,769379
4,88,-0,6666607,1,494217,2,769379
4,98,-0,6666607,1,494217,2,769379
5,06,-0,6666607,1,494217,2,769379
5,16,-0,6666607,1,494217,2,769379
5,26,-0,6666607,1,494217,2,769379
5,36,-0,6666607,1,494217,2,769379
5,46,-0,6666607,1,494217,2,769379
5,56,-0,6666607,1,494217,2,769379
5,66,-0,6666607,1,494217,2,769379
5,76,-0,6666607,1,494217,2,769379
5,86,-0,6666607,1,494217,2,769379
5,96,-0,6666607,1,494217,2,769379
6,06,-0,6666607,1,494217,2,769379
6,16,-0,6666607,1,494217,2,769379
6,26,-0,6666607,1,494217,2,769379
6,36,-0,6666607,1,494217,2,769379
6,44,-0,6666607,1,494217,2,769379
6,54,-0,6666607,1,494217,2,769379
