62,42,-2,058074,1,623056,2,980504
116,88,-3,70136,1,623056,0,2035822
67,14,-2,910574,1,623056,-1,874056
12,14,-1,160006,1,623056,-0,2531379
45,54,-0,9980249,1,623056,-0,5662694
52,04,-0,6862419,1,623056,-1,192853
72,74,-1,64993,1,623056,0,6726899
92,43999,-0,9980249,1,623056,-0,5662692
0,84,-0,6055238,1,623056,0,4323751
0,84,-0,6055238,1,623056,0,4323751
39,34,-1,812932,1,623056,0,9824166
45,84,-1,486928,1,623056,0,3629633
52,54,-1,486928,1,623056,0,3629635
5,64,-1,50252,1,623056,0,5571156
12,34,-1,4864,1,623056,0,3661091
19,04,-1,486922,1,623056,0,3630037
25,74,-1,486928,1,623056,0,3629637
